Analysis,Reference,Sample_number,Latitude,Longitude,Formation,Final207_235,Final207_235_Prop2SE,Final206_238,Final206_238_Prop2SE,ErrorCorrelation_6_38vs7_35,U238Pb206,U238Pb206_error_2s_abs,Pb207Pb206,Pb207Pb206_error_2s_abs,ErrorCorrelation_38_6vs7_6,FinalAge207_235,FinalAge207_235_Prop2SE,U238Pb206_age,U238Pb206_age_error_2s,FinalAge207_206,Pb207Pb206_age_error_2s,Approx_U_PPM,Approx_Th_PPM,Approx_Pb_PPM,Final_U_Th_Ratio,Si,P,Ti_ppm_m47,Ti,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Hg202_CPS,Pb_ppm_m204,Pb_ppm_m206,Pb_ppm_m207,Pb_ppm_m208,Th,U,Hf176Hf177,Hf176Hf177_error_2s,Lu176Hf177,U/Pb AGE,Hf Chur (t),Hf DM (t),Hf NC(t),Hfi,epsilon,2s,T(DM)_crustal,T(NC)_crustal
MK4_HQ_05_18,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.279,0.13,0.2567,0.0052,0.40543,3.895598,0.07891355,0.0938,0.0032,0.43785,1474,31,1472,27,1495,64,194.3,153.3,980,1.261,134600,325,712,13.8,1071,Below LOD,25.14,0.1,1.9,4.29,1.136,23.64,7.54,94.5,36.21,166.3,34.28,324.9,64.85,8570,71,Below LOD,168.2,17.12,18.19,136.1,177.1,,,,,,,,,,,,
MK4_HQ_05_19,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.234,0.12,0.2536,0.0049,0.43439,3.943218,0.07618993,0.0926,0.0032,0.37288,1464,30,1456,25,1479,68,267.5,96.4,561,2.773,133800,190,704,4.19,980,Below LOD,11.43,0.0236,0.79,2.57,0.11,17.16,6.38,85,33.46,158.2,32.9,313,61.2,11140,107,Below LOD,221.6,22.46,10.13,83,236.5,,,,,,,,,,,,
MK4_HQ_05_2,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.807,0.16,0.2765,0.0053,0.29404,3.616637,0.06932432,0.1019,0.0038,0.29712,1591,33,1573,27,1653,66,114,92.1,610,1.246,132500,1220,731,15.4,745,15.2,55.2,4.8,23.9,6.8,0.551,17.23,5.29,63.3,23.86,115.6,24.07,236.7,48.63,9980,114,Below LOD,108.9,12.14,11.29,83,107,0.281920805,2.58E-05,0.00071775,1573,0.281784694,0.282106793,0.282032656,0.281899437,4.071981621,0.903662747,2.024107805,1.863256471
MK4_HQ_05_20,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.186,0.12,0.2531,0.0048,0.41149,3.951008,0.07493021,0.0927,0.0031,0.39645,1456,30,1457,24,1478,64,425.9,144.3,867,2.974,133000,191,683,2.84,1069,Below LOD,13.7,0.0245,0.83,2.68,0.081,19.1,7,92.2,37.32,174.5,36.25,337.2,65.1,12120,83,2.21,344.9,35.03,14.99,119.4,367.6,,,,,,,,,,,,
MK4_HQ_05_21,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.087,0.085,0.1957,0.0034,0.29406,5.109862,0.08877635,0.0788,0.0027,0.3142,1150,28,1152,19,1172,70,248.9,206.8,987,1.21,136000,211,692,10.3,665.8,Below LOD,19.22,0.044,0.8,1.84,0.152,11.31,4.27,57,21.92,107,23.39,230.5,46.1,10370,104,Below LOD,158.4,13.71,17.69,175.9,219.6,0.282074637,2.45E-05,0.000798734,1152,0.2820553,0.282416057,0.282337088,0.282057291,0.070589378,0.857823933,1.93997689,1.767522923
MK4_HQ_05_22,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.612,0.17,0.3114,0.0066,0.35163,3.211304,0.06806232,0.1075,0.0037,0.54741,1752,33,1750,32,1755,60,177,104.6,744,1.701,133000,401,695,9.3,1005,Below LOD,6.67,0.066,1.41,3.45,0.419,21.32,7.31,91.2,33.51,154.4,31.29,287.4,56.6,10120,78,Below LOD,182.9,21.56,13.7,90.4,157.8,0.281622787,2.47E-05,0.000581182,1750,0.281670288,0.281976044,0.281903949,0.281603506,-2.370933137,0.863333573,2.553515675,2.398954025
MK4_HQ_05_23,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.72,0.17,0.2782,0.0064,0.23393,3.594536,0.08269242,0.0978,0.0041,0.34296,1574,37,1581,32,1584,82,82.4,94.6,616,0.869,133600,277,707,12.4,832,Below LOD,37.71,0.061,1.11,2.82,0.666,16.9,5.8,71.8,27.89,129.7,26.94,257.7,51.84,9970,93,Below LOD,76.3,8.19,11.37,82.7,74,0.281924818,3.67E-05,0.000982204,1581,0.281779532,0.282100893,0.282026848,0.281895426,4.112957269,1.285997636,2.027906091,1.867281145
MK4_HQ_05_24,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.661,0.18,0.3137,0.0061,0.36866,3.187759,0.06198703,0.1102,0.0037,0.32032,1760,32,1758,30,1794,62,161.5,95.2,692,1.712,134100,331,696,10,759,Below LOD,7.63,0.0309,0.98,2.16,0.156,14.03,5.05,63.3,24.98,117.7,24.61,232.9,46.18,10770,98,Below LOD,167.9,20.11,12.75,82.4,145,0.281602121,2.24E-05,0.000618518,1758,0.281665108,0.281970124,0.281898122,0.281581505,-2.968174345,0.783991754,2.595731254,2.44150386
MK4_HQ_05_25,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.67,0.17,0.2722,0.0062,0.20424,3.673769,0.0836788,0.0971,0.0045,0.39164,1559,37,1551,31,1567,87,53.3,52.5,351,1.031,135100,250,721,18.5,776,0.0144,17.06,0.175,2.84,4.81,1.029,21.99,6.42,72.8,26.45,116.9,24.82,233.1,46.7,7880,106,Below LOD,49.7,5.41,6.5,46.9,48.6,0.281893393,3.55E-05,0.000913123,1551,0.281798888,0.282123015,0.282048624,0.281866594,2.402638076,1.242831549,2.108660425,1.947472561
MK4_HQ_05_26,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.36,0.21,0.3014,0.011,0.74723,3.31785,0.1210894,0.1053,0.0038,0.21125,1702,41,1695,54,1708,68,250,110.6,787,2.26,132600,466,690,7,1190,0.016,5.66,0.134,1.83,5.7,1.81,29.3,9,107.3,38.6,179.5,36.7,344,66.6,11120,61,Below LOD,250,30.2,14.9,96.6,230,0.281557334,4.71E-05,0.001198703,1695,0.281705879,0.282016718,0.281943988,0.281518836,-6.639644335,1.647894785,2.767934791,2.612534731
MK4_HQ_05_27,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.576,0.14,0.2689,0.0056,0.42567,3.718855,0.07744733,0.0975,0.0034,0.34825,1545,30,1535,28,1582,64,150.7,88.2,578,1.715,132200,840,701,14.4,719,52.2,141.1,17.98,88.8,20.8,0.548,29.5,6.49,69.5,24.35,112.3,22.96,216.1,43.66,10640,85,Below LOD,136.6,14.45,10.54,76.9,136.1,,,,,,,,,,,,
MK4_HQ_05_28,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.446,0.17,0.2316,0.0045,0.70552,4.317789,0.08389487,0.1403,0.0043,0.23105,1719,32,1342,24,2233,53,1206,716,4460,1.739,135600,787,715,24.3,2975,Below LOD,38.2,1.055,13.03,27,11.34,94.4,27.01,285,94.7,419,90.5,908,173.9,9780,94,2.7,886,138.2,78.4,587,1035,,,,,,,,,,,,
MK4_HQ_05_29,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.994,0.075,0.1851,0.0032,0.31519,5.402485,0.09339791,0.0791,0.0025,0.43979,1115,26,1095,17,1171,65,768,372.1,1643,2.068,136800,268,710,7.82,784,1.93,33.9,0.82,5.41,4.8,1.16,14.81,5.15,64.4,25.28,123.6,27.43,267.1,53.81,11060,66,2,463.4,40.08,29.85,315.4,675,,,,,,,,,,,,
MK4_HQ_05_3,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.372,0.17,0.3048,0.0059,0.33419,3.28084,0.06350707,0.1061,0.0037,0.3544,1705,33,1714,29,1730,62,218.8,112.3,814,1.951,133000,415,706,8.7,986,Below LOD,3.48,Below LOD,1.21,3.24,0.078,19.38,6.97,85.8,32.78,150.8,31.01,290.3,55.99,11030,89,1.95,216.8,25.44,14.25,96.9,195.2,,,,,,,,,,,,
MK4_HQ_05_30,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.103,0.082,0.1953,0.0039,0.26045,5.120328,0.1022492,0.0783,0.0028,0.46819,1150,26,1150,21,1152,68,281.9,410,1895,0.6938,135600,338,696,8.53,1304,1.84,37.1,0.89,6.5,8.04,0.928,33.5,10.36,122.3,43.99,196.4,40.54,368.8,71.6,9770,71,Below LOD,181.8,15.68,34.58,348.8,251.9,,,,,,,,,,,,
MK4_HQ_05_31,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.07,0.13,0.1894,0.0053,0.52515,5.279831,0.1477461,0.0812,0.0042,0.14189,1141,46,1117,29,1206,110,114,100.2,481,1.139,129800,217,707,Below LOD,565,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,91.8,Below LOD,202.4,Below LOD,10310,76,Below LOD,74.8,Below LOD,Below LOD,89.7,105.9,,,,,,,,,,,,
MK4_HQ_05_32,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.275,0.14,0.2541,0.0056,0.44292,3.935458,0.08673187,0.0927,0.0034,0.26568,1476,31,1459,29,1481,66,181.4,154.3,944,1.184,131000,309,680,6.7,1640,0.03,18.48,0.182,3.43,6.44,1.55,34.8,11.35,142.4,55.4,260,52.3,493,101.4,8750,89,Below LOD,157.4,16.04,17.9,135.8,166.3,0.282034305,2.88E-05,0.001014537,1459,0.28185818,0.282190777,0.282115327,0.28200632,5.255845576,1.009239066,1.86184757,1.697433699
MK4_HQ_05_33,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,13.27,0.5,0.4966,0.01,0.65912,2.013693,0.0405496,0.1933,0.0058,0.46088,2697,35,2598,44,2773,50,400,315,3200,1.301,133100,260,702,10.9,1140,0.042,36.2,0.101,1.9,4.69,1.82,26.5,8.73,103.9,37.98,174.3,36.7,341.3,69.9,10550,65,Below LOD,674,142.9,62.1,274,367,,,,,,,,,,,,
MK4_HQ_05_34,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.238,0.1,0.2045,0.0043,0.29751,4.889976,0.102821,0.0802,0.0034,0.25263,1192,32,1199,23,1193,82,130.9,104.9,501,1.26,134200,216,712,17.7,617,0.0144,27.11,0.054,1.1,2.05,0.456,11.79,4.2,53.6,19.95,95,20.76,201.1,41.02,9820,92,2.4,92.5,8.22,9.83,93.2,121.2,,,,,,,,,,,,
MK4_HQ_05_35,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.222,0.089,0.2027,0.0044,0.57729,4.933399,0.1070891,0.0794,0.0026,0.27985,1189,29,1189,24,1183,67,546,395.2,1909,1.399,132200,228,690,8.7,854,Below LOD,36.1,0.078,1.23,2.94,0.353,14.8,5.61,70.2,27.48,137.7,30.92,313.2,64.2,10850,75,Below LOD,351.4,30.87,34.7,326,470.4,,,,,,,,,,,,
MK4_HQ_05_36,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.774,0.18,0.3069,0.006,0.49105,3.25839,0.06370265,0.1135,0.0037,0.37091,1779,32,1725,30,1858,56,290,116.8,832,2.467,133600,357,681,8,896,0.032,5.98,0.082,1.16,2.72,0.422,16.66,6.2,79.8,30.03,139.7,28.73,272,53.26,11160,117,1.78,302.7,37.71,16.04,102.9,265.6,,,,,,,,,,,,
MK4_HQ_05_37,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.98,0.087,0.1877,0.0045,0.48137,5.327651,0.1277274,0.0765,0.003,0.30042,1108,30,1108,25,1133,81,172.7,174,798,0.99,133200,286,725,11.6,615,2.5,34,1.1,3.84,3.09,0.383,11.73,4.17,53.6,20.36,100,22.17,221.1,44.46,10840,60,Below LOD,112.3,9.44,15.58,159.6,161.5,0.281895225,3.15E-05,0.000593171,1108,0.282083459,0.282448239,0.282368767,0.28188284,-7.11204489,1.103685675,2.346240275,2.173910827
MK4_HQ_05_38,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.424,0.14,0.263,0.0055,0.45063,3.802281,0.07951539,0.094,0.0034,0.30245,1507,32,1505,28,1501,67,123,86.8,537,1.42,134600,226,708,8.8,655.8,Below LOD,11.11,0.04,0.92,1.8,0.632,10.59,3.88,50.4,20.88,105.6,23.98,244,53.49,8690,64,Below LOD,115,11.9,10.64,79,116.4,,,,,,,,,,,,
MK4_HQ_05_39,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.669,0.18,0.3097,0.0056,0.33751,3.228931,0.05838558,0.1095,0.0036,0.3909,1766,31,1739,28,1798,64,227.4,138.3,975,1.65,136400,452,711,7.74,1013,0.98,11.73,0.408,2.73,3.11,0.222,20.38,6.88,88.3,33.87,158.9,32.87,306.3,60.34,10780,102,Below LOD,252.7,30.07,19.38,125.5,214.7,0.281630104,2.93E-05,0.000739525,1739,0.281677409,0.281984182,0.28191196,0.281605726,-2.544862671,1.024997764,2.555451006,2.400602599
MK4_HQ_05_4,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.848,0.12,0.2036,0.0053,0.65252,4.911591,0.1278558,0.1041,0.0036,0.30354,1368,30,1194,29,1699,61,421,253.1,1635,1.638,135100,450,699,17.6,1250,0.132,18.52,0.3,4.1,7.84,2.79,35.8,11.22,123.3,42.3,187.4,39.4,374,71.7,9680,89,Below LOD,280.4,31.96,28.87,219.5,377,,,,,,,,,,,,
MK4_HQ_05_40,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.82,0.19,0.3229,0.0066,0.49798,3.096934,0.0633006,0.1087,0.0038,0.42371,1790,32,1803,32,1768,63,170.7,112,819,1.523,134300,164,701,8.6,360.4,Below LOD,17.83,0.0189,0.71,1.52,0.263,7.92,2.7,31.18,11.57,52.4,11.01,103.4,20.62,10260,70,Below LOD,192.7,22.73,16.03,100,158.2,0.281884456,2.86E-05,0.000925888,1803,0.281635958,0.281936809,0.281865327,0.281852793,7.699124965,1.000860995,1.984977342,1.830189069
MK4_HQ_05_41,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,0.038,0.0038,0.0851,0.0021,-0.07867,11.75088,0.2899747,0.085,0.0028,0.03304,37.8,3.7,526,12,1321,64,1180,925,1599,1.379,136700,3290,744,53.7,7610,8.6,172,16.7,178,236,73,546,111,870,235,914,182,1700,301,11910,136,4.8,426,39.9,32.8,840,1172,,,,,,,,,,,,
MK4_HQ_05_42,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.83,0.17,0.2844,0.0057,0.63688,3.516174,0.07047185,0.0979,0.0034,-0.0044942,1597,35,1613,29,1581,64,197.9,103.7,677,1.929,134500,262,697,4.48,727,Below LOD,12.8,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,4.14,56.9,23.35,119.2,27.1,279.6,60.02,10330,68,Below LOD,195.4,20.91,13.03,92.3,184.2,,,,,,,,,,,,
MK4_HQ_05_43,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.144,0.11,0.1962,0.0046,0.28872,5.09684,0.1194978,0.0785,0.0034,0.29647,1160,34,1155,25,1148,91,121.3,100.5,481,1.208,133700,250,711,15.8,800,Below LOD,10.82,0.069,1.07,2.65,0.389,15.43,5.54,71.6,27.05,121.8,25.83,244.4,47.93,10150,84,Below LOD,84.5,7.32,9.51,91.6,114.1,0.28211379,2.71E-05,0.000859691,1155,0.282053379,0.282413862,0.282334927,0.282095071,1.478149738,0.947437123,1.855685497,1.683040907
MK4_HQ_05_44,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.559,0.18,0.3055,0.006,0.60427,3.273322,0.06428784,0.1075,0.0035,0.27488,1739,33,1721,29,1759,60,231.9,167.8,1182,1.387,131500,525,696,10.9,1311,2.4,14.4,0.9,7,7.59,0.772,32.4,10.68,124.1,44.6,196.9,38.7,354.8,67.8,9650,75,Below LOD,242.3,28.61,22.93,146.1,211.3,0.281622511,2.73E-05,0.000830394,1721,0.281689059,0.281997496,0.281925066,0.281595426,-3.323963547,0.955030982,2.588447853,2.433216714
MK4_HQ_05_45,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.982,0.08,0.189,0.0044,0.33279,5.291005,0.1231768,0.0769,0.003,0.47208,1107,28,1115,24,1122,75,311,378,1700,0.817,135100,305,698,5.45,1196,0.8,37.8,0.297,2.3,3.74,0.507,20.64,7.71,98.7,38.6,191.1,41.6,413,85.2,11230,85,Below LOD,201,16.9,33,335,282,0.281744989,3.88E-05,0.001570193,1115,0.282078981,0.282443121,0.282363729,0.281711996,-13.01001941,1.358837658,2.710499984,2.539525508
MK4_HQ_05_46,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.79,0.18,0.2766,0.0073,0.65946,3.615329,0.09541541,0.0994,0.0039,0.10993,1583,39,1573,37,1616,72,117.2,86.3,570,1.365,133600,153,704,Below LOD,411.8,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,65.1,Below LOD,140.3,Below LOD,10070,58,Below LOD,118.4,Below LOD,Below LOD,80.4,116,,,,,,,,,,,,
MK4_HQ_05_47,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.77,0.17,0.2708,0.0065,0.40566,3.692762,0.0886372,0.102,0.0042,0.39177,1587,35,1547,34,1655,75,85.3,108.6,659,0.79,135400,296,713,11.2,1226,0.0058,31.48,0.138,2.65,5.43,1.46,28.26,9.47,111,40.9,191.5,38.87,366.9,71.7,9000,83,Below LOD,82.6,9.07,13.5,98.7,80.9,,,,,,,,,,,,
MK4_HQ_05_48,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.73,0.19,0.2593,0.0082,0.86101,3.856537,0.1219576,0.1038,0.0034,-0.12919,1570,40,1484,42,1691,59,439,97.3,499,4.372,136100,699,729,22.5,2180,0.134,44,1.83,22.4,49.9,23.1,146,34.4,272,71,270,49.9,439,77.5,12220,80,Below LOD,375,42.6,9.64,86,398,,,,,,,,,,,,
MK4_HQ_05_49,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,10.78,0.42,0.4701,0.01,0.37276,2.127207,0.0452501,0.1655,0.0059,0.44527,2507,36,2482,44,2508,59,81.6,110.2,1190,0.744,136200,100,705,5.12,644,0.034,35.94,0.446,6.85,9.26,Below LOD,28.7,6.87,68.5,20.44,85.2,16.52,148.8,28.74,6970,77,2.4,137.6,25,23.93,100.9,77.6,0.281339839,3.82E-05,0.000677545,2482,0.28119312,0.281430709,0.281367135,0.281307739,4.07616277,1.336767474,2.742813331,2.608134991
MK4_HQ_05_5,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.881,0.077,0.1761,0.0043,0.76464,5.678592,0.1386595,0.079,0.0025,0.18324,1074,28,1045,23,1169,62,659,304,1430,2.169,136700,597,705,12.4,1428,0.166,52.1,0.279,4.12,11.84,5.77,48.9,13.77,140.1,46.4,209.6,45.8,466,91.6,11570,90,Below LOD,371.1,32.36,24.82,261,584,,,,,,,,,,,,
MK4_HQ_05_50,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.108,0.096,0.1931,0.0043,0.44729,5.178664,0.1153198,0.079,0.0031,0.24349,1150,32,1138,23,1154,79,142.8,55.1,245,2.617,131500,267,690,6.38,1058,Below LOD,19.82,0.055,1.28,3.34,0.506,21.84,7.63,93.3,35.76,162.4,32.87,299.5,58.86,9730,95,Below LOD,95.9,8.29,4.85,48.4,131.8,,,,,,,,,,,,
MK4_HQ_05_51,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.55,0.19,0.311,0.0063,0.43106,3.215434,0.0651358,0.1048,0.0037,0.28158,1736,35,1745,31,1707,64,98.2,87.5,606,1.12,133500,271,708,15.2,616.8,0.012,8.49,0.073,1.35,2.76,0.449,17.36,5.15,59,20.95,90.2,17.9,165.6,32.25,9380,57,Below LOD,105.6,12.2,11.87,77.3,89.4,,,,,,,,,,,,
MK4_HQ_05_52,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.546,0.14,0.2644,0.0055,0.58854,3.782148,0.07867555,0.0971,0.0032,0.28087,1540,32,1515,27,1561,62,254.9,172.6,1057,1.483,135600,264,698,5.53,870,Below LOD,23.76,0.059,1.07,2.51,0.79,15.29,5.17,66.7,27.66,141.8,31.89,332.6,72.5,9750,113,Below LOD,236.4,25.28,20.8,154.7,238.6,0.281937109,4.28E-05,0.001550536,1515,0.281822101,0.282149544,0.282074739,0.281892674,2.504163107,1.498107938,2.074234479,1.911976073
MK4_HQ_05_53,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.38,0.23,0.2994,0.0072,0.45688,3.340013,0.08032096,0.1067,0.0052,0.43894,1701,43,1693,37,1751,90,77.5,68.7,474,1.149,132800,1270,747,50.6,859,15.1,39,4.99,26.2,10.7,1.67,32.3,7.93,88,29.67,125.7,24.65,220.2,42.3,7710,79,Below LOD,78.8,9.26,9.35,61.3,72,0.281613215,2.27E-05,0.000531124,1693,0.281707172,0.282018197,0.281945444,0.281596177,-3.940073328,0.794220081,2.603884118,2.447954059
MK4_HQ_05_54,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.753,0.095,0.1565,0.0042,0.39512,6.389776,0.1714828,0.082,0.0041,0.15027,1021,35,937,23,1235,95,107.7,131.5,563,0.817,133500,Below LOD,722,25,Below LOD,Below LOD,30.65,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,52.82,9500,45,Below LOD,60.2,5.35,11.32,120.3,102,,,,,,,,,,,,
MK4_HQ_05_55,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.02,0.19,0.2843,0.0063,0.63341,3.517411,0.07794474,0.1028,0.0038,0.18474,1634,39,1612,32,1672,69,278.4,165.8,1105,1.686,132400,301,714,10.7,650,0.036,10.7,0.113,1.7,3.41,0.61,16.17,5.41,63.8,22.47,99.2,19.98,184.4,34.9,10780,112,Below LOD,261.2,29.26,20.81,140.2,246.5,,,,,,,,,,,,
MK4_HQ_05_56,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.596,0.1,0.2229,0.0043,0.56751,4.486317,0.08654626,0.084,0.0027,0.23298,1300,29,1297,22,1289,62,447,243.5,1292,1.831,134300,195,707,3.73,929,0.033,14.73,0.083,1.47,3.75,0.221,20.08,6.66,83.5,31.74,144.4,29.07,266.5,50.24,10260,42,Below LOD,341,31.46,24.81,213.7,406,,,,,,,,,,,,
MK4_HQ_05_57,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,3.83,0.18,0.2787,0.0059,0.28854,3.588088,0.0759588,0.0991,0.0038,0.31283,1604,36,1584,30,1612,67,112.9,119.9,780,0.951,135800,366,692,6.6,753,0.7,25.9,0.42,2.53,2.85,0.62,15.92,4.99,63,24.82,115.5,25.05,245.5,50.5,9620,78,Below LOD,110.9,12.15,15.33,105.8,104.4,,,,,,,,,,,,
MK4_HQ_05_58,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,15.01,0.61,0.538,0.011,0.49668,1.858736,0.0380039,0.2013,0.007,0.41197,2814,39,2774,46,2838,54,106.4,70.4,788,1.511,130000,302,708,9.6,1215,Below LOD,9.08,0.121,2.78,4.97,0.615,29.4,9.29,112.9,41.2,184.8,37.19,343.2,65.3,8200,109,Below LOD,182.3,41,14.56,58.6,92.8,0.281069024,3.23E-05,0.001103726,2774,0.28100095,0.281211085,0.281150943,0.28101042,0.337015545,1.131128433,3.19529661,3.069375758
MK4_HQ_05_59,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.19,0.24,0.158,0.013,0.46416,6.329114,0.5207499,0.0852,0.0034,-0.19009,690,110,935,75,1308,80,189,179,500,1.103,130700,681,704,26.2,2050,0.128,32.67,0.298,4.98,14.3,6.9,87,22.9,220,62.4,234,43.2,373,70.7,9790,88,Below LOD,84.9,7.69,9.48,152,168,,,,,,,,,,,,
MK4_HQ_05_6,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.197,0.088,0.2018,0.0042,0.53225,4.955401,0.1031352,0.0809,0.0029,0.12848,1180,29,1184,23,1211,70,295.5,163.6,826,1.807,137400,205,694,9.9,652,Below LOD,16.48,0.04,0.8,2.08,Below LOD,13.11,4.46,56.9,21.83,102.6,21.79,205.8,40.57,10960,57,Below LOD,195.4,17.3,14.6,140.7,263.9,0.282011176,2.35E-05,0.000571427,1184,0.282034806,0.282392635,0.282314032,0.281998418,-1.290208715,0.823905164,2.048387513,1.877144625
MK4_HQ_05_60,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.214,0.084,0.2023,0.0035,0.38083,4.943154,0.08552169,0.0794,0.0026,0.22462,1186,26,1188,19,1173,66,509,602,2855,0.8494,136500,445,713,14.4,3565,0.104,14.55,0.613,8.86,16.82,3.98,107.9,32.34,353,118.4,479.3,89.1,770,144.2,7990,69,Below LOD,344.3,30.01,53.7,514.1,452.2,,,,,,,,,,,,
MK4_HQ_05_61,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.133,0.085,0.1995,0.0045,0.57137,5.012531,0.1130646,0.077,0.0027,0.27377,1162,28,1172,24,1115,69,261.4,314,1470,0.848,134000,355,694,Below LOD,1999,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,Below LOD,193.1,66.7,291,Below LOD,525,99.9,8500,138,Below LOD,202.2,Below LOD,Below LOD,315,273.8,,,,,,,,,,,,
MK4_HQ_05_62,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.52,0.2,0.3057,0.0066,0.27786,3.271181,0.07062412,0.1069,0.0042,0.28049,1729,37,1719,33,1737,72,80.6,38.5,289,2.115,132300,809,702,10.4,462,26,66,6.2,24.8,5.65,0.925,12.89,3.45,39.9,14.97,68.4,14.87,145.6,30.02,8350,111,Below LOD,93.6,10.84,6.04,37,81.1,,,,,,,,,,,,
MK4_HQ_05_63,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,4.42,0.19,0.298,0.0072,0.69855,3.355705,0.08107743,0.1059,0.004,0.064514,1711,40,1680,36,1740,68,70.1,34.01,237,2.067,134800,118,682,9.8,364.2,Below LOD,13.66,0.053,0.86,1.79,0.566,8.9,2.79,31.03,11.66,54.6,11.71,112.3,23.96,8150,86,Below LOD,79,9.14,4.89,32.4,70.6,,,,,,,,,,,,
MK4_HQ_05_64,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,1.966,0.083,0.191,0.0042,0.33364,5.235602,0.1151284,0.076,0.0029,0.3848,1107,29,1129,22,1097,77,240.7,82.1,373,2.98,133200,269,687,3.83,823,2.6,21.6,1.32,7.4,4.1,0.122,16.9,5.81,73.1,27.83,127.3,26.14,246.6,46.3,10690,77,Below LOD,160.7,13.37,7.54,75,225.5,,,,,,,,,,,,
MK4_HQ_05_65,Blades et al 2021,HQ-05,-23.6243,132.7375,Heavitree,2.155,0.088,0.2018,0.0043,0.53859,4.955401,0.1055908,0.0781,0.0028,0.44489,1165,28,1184,23,1151,72,272.4,231.6,1133,1.174,136100,253,701,13.8,830,Below LOD,46.61,Below LOD,Below LOD,2.71,0.437,16.4,5.75,71.4,27.39,128.6,28.06,269.7,54.4,10290,79,Below LOD,201.2,17.15,23.25,215.7,262.7,,,,,,,,,,,,
